id,target
1598,1
1606,0
1612,1
1616,1
1620,1
1624,0
1629,1
1630,0
1635,0
1640,1
1641,1
1642,1
1651,1
1655,0
1656,1
1659,1
1664,1
1667,1
1668,1
1674,1
1678,0
1680,1
1681,1
1682,0
1685,0
1695,1
1696,0
1697,0
1704,1
1708,1
1711,0
1713,1
1714,1
1717,1
1729,0
1730,0
1732,0
1734,0
1736,1
1738,0
1742,0
1743,0
1746,0
1748,1
1749,0
1751,0
1758,0
1764,0
1765,0
1777,0
1778,0
1781,1
1782,0
1783,1
1785,0
1788,0
1793,1
1794,0
1795,0
1797,0
1800,0
1801,1
1805,0
1806,0
1819,1
1820,1
1825,0
1828,1
1829,0
1830,1
1839,0
1843,0
1844,1
1846,1
1849,0
1850,0
1854,0
1855,1
1858,0
1859,0
1862,1
1867,0
1868,0
1871,1
1872,0
1874,1
1876,0
1879,1
1884,1
1891,0
1894,1
1896,0
1902,0
1903,0
1904,0
1906,1
1907,1
1912,0
1913,1
1923,1
1926,1
1928,0
1930,0
1931,1
1934,0
1936,0
1944,1
1946,1
1947,0
1958,0
1964,0
1970,1
1974,1
1977,0
1978,0
1982,1
1984,1
1988,0
1993,1
1997,0
1998,1
2002,1
2004,1
2005,0
2008,0
2011,0
2013,0
2018,1
2021,0
2025,0
2029,1
2030,1
2032,0
2037,0
2041,0
2044,0
2048,1
2052,0
2053,1
2054,0
2062,0
2065,0
2066,0
2072,0
2079,0
2080,1
2085,0
2088,1
2090,1
2092,0
2093,0
2101,0
2104,0
2105,0
2106,0
2107,0
2120,0
2124,0
2127,1
2130,1
2132,0
2135,0
2137,1
2140,0
2143,0
2147,1
2151,1
2152,0
2155,1
2156,0
2162,1
2165,1
2166,0
2167,0
2168,0
2170,1
2178,0
2180,0
2182,1
2184,1
2185,1
2187,1
2196,0
2197,1
2199,0
2200,1
2201,1
2202,1
2206,0
2208,0
2218,0
2223,1
2224,1
2226,0
2228,1
2232,0
2234,0
2243,0
2247,0
2249,1
2252,0
2253,0
2259,1
2261,0
2264,0
2268,0
2269,0
2270,0
2276,0
2283,0
2287,0
2290,1
2291,1
2293,0
2295,0
2302,0
2305,1
2310,0
2313,0
2316,1
2320,0
2322,0
2323,0
2326,0
2328,1
2331,0
2335,1
2338,0
2343,1
2344,1
2345,0
2353,1
2355,1
2357,0
2360,1
2365,1
2369,0
2371,0
2378,0
2380,0
2381,0
2383,0
2384,0
2392,0
2393,1
2401,0
2403,1
2404,0
2405,0
2407,1
2411,0
2424,0
2426,0
2431,0
2433,0
2434,0
2436,0
2439,1
2444,1
2447,1
2448,0
2449,1
2450,0
2461,0
2469,0
2472,0
2473,0
2474,1
2477,1
2481,0
2484,0
2495,0
2503,0
2509,0
2511,1
2518,0
2522,1
2525,1
2526,0
2529,1
2533,0
2549,0
2551,1
2558,1
2562,1
2563,0
2567,0
2574,1
2577,0
2578,0
2580,0
2581,0
2583,0
2584,1
2586,0
2589,1
2595,0
2596,0
2600,0
2601,1
2607,1
2610,0
2613,1
2615,0
2618,0
2620,0
2623,1
2626,0
2630,0
2634,1
2636,0
2638,0
2639,0
2646,1
2650,0
2652,0
2653,1
2654,0
2662,0
2665,0
2669,1
2674,0
2678,1
2681,0
2685,0
2686,0
2690,0
2697,0
2699,1
2704,0
2705,1
2710,1
2712,0
2713,0
2716,0
2717,1
2718,0
2721,1
2722,0
2735,0
2737,1
2738,1
2742,1
2745,0
2746,0
2747,0
2750,1
2751,0
2754,0
2762,0
2764,1
2772,0
2775,0
2776,1
2779,0
2781,0
2789,0
2790,1
2791,0
2798,1
2800,0
2804,1
2805,0
2806,0
2809,1
2810,0
2812,0
2814,0
2816,0
2818,0
2823,0
2824,1
2834,0
2837,0
2840,1
2845,0
2847,1
2848,0
2850,0
2859,1
2862,1
2868,0
2874,1
2876,0
2892,0
2894,0
2897,0
2901,0
2903,0
2904,1
2906,0
2914,1
2918,1
2919,0
2923,1
2926,0
2928,0
2930,1
2938,0
2940,0
2949,1
2951,0
2958,0
2961,1
2962,0
2964,1
2966,0
2967,1
2968,0
2972,0
2977,0
2978,0
2979,0
2981,0
2985,1
2986,0
2989,1
2994,0
2996,1
2997,0
2999,0
3002,1
3007,0
3008,1
3017,1
3020,1
3024,0
3028,0
3031,1
3032,0
3033,1
3035,0
3040,0
3041,1
3046,0
3050,0
3063,1
3065,0
3067,0
3069,0
3076,1
3078,0
3081,1
3087,0
3088,0
3094,0
3096,1
3098,0
3103,0
3110,1
3113,0
3121,0
3127,1
3128,1
3129,1
3135,1
3143,1
3146,1
3148,0
3149,0
3151,0
3156,0
3160,0
3164,1
3169,0
3178,0
3187,0
3194,0
3202,0
3203,0
3204,1
3206,0
3207,1
3208,1
3209,1
3213,1
3214,0
3215,1
3220,1
3223,0
3224,1
3226,0
3228,0
3230,1
3232,1
3233,1
3234,0
3238,1
3246,0
3247,1
3250,1
3251,0
3254,0
3257,0
3258,0
3261,0
3267,1
3268,1
3269,1
3271,0
3272,0
3273,0
3279,1
3290,0
3291,1
3293,0
3294,0
3298,0
3305,1
3306,1
3307,1
3310,0
3313,1
3314,0
3315,1
3316,1
3321,1
3325,0
3326,1
3327,0
3330,1
3331,0
3332,0
3333,0
3343,0
3344,0
3348,0
3349,0
3350,0
3352,0
3353,0
3354,1
3358,0
3360,0
3366,0
3371,0
3374,0
3375,1
3378,0
3382,1
3384,0
3385,1
3386,0
3392,1
3399,1
3407,1
3409,0
3416,0
3420,0
3422,1
3424,0
3426,0
3427,0
3434,1
3438,0
3441,1
3442,1
3443,1
3444,0
3449,0
3453,0
3454,0
3456,1
3457,0
3458,0
3461,0
3467,0
3479,1
3488,1
3491,0
3496,1
3502,1
3507,0
3511,1
3515,1
3516,0
3538,0
3539,1
3541,0
3545,1
3546,1
3547,1
3551,1
3553,1
3556,0
3558,0
3559,0
3561,1
3562,0
3563,1
3564,1
3571,1
3574,0
3576,0
3577,1
3579,1
3580,0
3586,0
3590,1
3599,0
3600,0
3601,0
3605,0
3606,0
3612,0
3614,0
3615,1
3616,1
3620,0
3622,0
3624,1
3630,1
3644,0
3649,1
3651,0
3654,0
3665,1
3668,1
3671,1
3672,0
3673,0
3677,1
3678,1
3687,1
3688,0
3693,0
3698,0
3699,0
3701,1
3703,0
3706,0
3707,0
3709,0
3711,1
3714,1
3716,0
3720,1
3728,0
3731,1
3732,0
3733,0
3734,1
3740,0
3746,1
3749,0
3751,1
3755,0
3757,1
3762,1
3767,1
3769,0
3779,1
3781,1
3782,0
3783,1
3784,0
3790,0
3791,0
3792,0
3794,1
3799,0
3801,0
3804,0
3808,1
3809,1
3811,1
3813,0
3817,1
3818,0
3823,1
3843,1
3844,1
3846,0
3847,0
3852,0
3854,0
3856,1
3863,0
3865,0
3867,0
3871,0
3872,1
3878,1
3880,0
3881,0
3882,0
3883,0
3884,0
3885,1
3886,1
3890,0
3891,0
3898,0
3902,0
3909,1
3910,0
3912,0
3915,1
3918,1
3920,0
3925,0
3928,0
3929,0
3930,0
3931,0
3934,0
3939,0
3941,0
3942,1
3943,0
3946,0
3963,1
3965,1
3966,0
3971,1
3972,1
3974,1
3976,0
3978,1
3981,0
3985,1
3986,1
3987,0
3988,1
3991,1
3999,1
4001,1
4002,1
4004,0
4007,0
4009,0
4013,1
4015,0
4016,0
4023,0
4031,1
4035,0
4036,1
4037,0
4040,1
4048,1
4053,1
4056,1
4059,1
4066,0
4067,1
4069,0
4070,1
4071,0
4073,1
4074,0
4075,0
4082,1
4090,0
4099,1
4102,0
4106,1
4109,0
4110,0
4115,0
4118,1
4120,0
4125,1
4126,0
4130,0
4134,0
4136,1
4137,0
4144,0
4148,0
4151,0
4155,0
4162,0
4165,0
4169,0
4174,0
4179,0
4185,0
4186,0
4187,0
4188,0
4190,0
4192,0
4193,0
4194,0
4195,0
4196,0
4207,1
4208,0
4215,1
4217,1
4222,1
4223,0
4226,1
4228,1
4229,0
4231,1
4234,1
4236,0
4249,0
4254,1
4258,1
4259,1
4263,0
4267,0
4277,0
4278,1
4280,1
4283,0
4285,1
4286,1
4287,0
4290,1
4291,0
4294,1
4302,0
4308,1
4310,1
4311,0
4315,0
4316,0
4319,0
4331,0
4338,1
4339,1
4340,0
4344,1
4346,1
4347,0
4360,1
4364,1
4367,0
4369,0
4370,0
4371,0
4380,0
4386,0
4389,1
4390,0
4394,0
4399,0
4400,0
4404,1
4409,0
4414,0
4417,1
4418,0
4419,0
4420,0
4422,0
4429,0
4431,0
4433,0
4434,0
4439,0
4443,0
4446,0
4447,1
4453,0
4460,0
4461,0
4462,1
4467,0
4469,0
4473,0
4474,1
4475,0
4477,1
4481,1
4483,1
4484,0
4485,0
4495,0
4497,1
4500,0
4501,0
4502,0
4505,0
4506,1
4510,0
4512,1
4513,1
4532,0
4535,0
4536,0
4540,0
4545,1
4552,0
4554,1
4555,1
4558,1
4559,1
4560,1
4566,0
4570,0
4572,1
4574,0
4581,1
4583,0
4586,1
4591,0
4594,1
4603,1
4605,1
4612,1
4613,1
4615,0
4618,1
4621,0
4623,1
4626,0
4629,0
4633,0
4636,1
4638,1
4640,0
4643,0
4645,0
4647,0
4648,1
4651,1
4652,0
4653,1
4654,0
4660,0
4662,0
4663,0
4665,0
4668,0
4676,0
4683,0
4685,1
4686,0
4701,0
4718,0
4721,0
4727,0
4728,0
4733,0
4741,0
4743,0
4746,0
4751,1
4756,1
4761,0
4763,0
4764,0
4767,1
4772,1
4776,1
4780,1
4781,0
4792,1
4796,1
4801,0
4804,1
4805,0
4806,0
4811,0
4815,0
4816,0
4817,0
4818,1
4822,0
4824,0
4827,0
4837,0
4838,1
4839,1
4841,0
4851,0
4855,1
4861,1
4862,0
4863,0
4865,0
4871,0
4873,0
4880,0
4885,1
4886,0
4902,1
4904,1
4907,1
4916,0
4921,0
4925,0
4927,0
4928,0
4930,0
4932,1
4933,1
4937,1
4939,1
4941,0
4942,0
4947,0
4949,0
4950,1
4956,0
4960,0
4963,0
4965,1
4976,0
4977,0
4987,0
4991,0
4994,1
4999,1
5003,1
5006,0
5009,0
5011,1
5012,1
5014,0
5020,1
5021,1
5023,0
5026,0
5030,1
5031,1
5036,0
5042,1
5045,1
5048,1
5051,0
5053,1
5054,1
5057,0
5058,0
5066,1
5070,0
5077,0
5081,1
5084,0
5086,1
5090,0
5091,1
5093,1
5100,1
5108,0
5111,1
5112,1
5118,1
5121,1
5123,1
5129,1
5133,1
5143,0
5147,0
5151,0
5156,0
5158,1
5161,0
5163,0
5167,1
5173,0
5205,0
5214,1
5215,1
5216,0
5217,0
5225,0
5237,0
5239,0
5240,0
5241,0
5246,0
5250,1
5253,0
5258,0
5261,0
5268,1
5275,0
5277,1
5279,0
5288,0
5289,0
5294,1
5303,1
5307,0
5311,0
5312,0
5314,0
5318,0
5327,0
5329,1
5333,0
5334,0
5340,1
5348,0
5358,0
5360,0
5361,0
5363,0
5364,1
5369,1
5370,1
5374,1
5376,0
5388,0
5390,0
5393,0
5394,1
5395,0
5398,0
5399,1
5401,1
5402,1
5405,0
5414,0
5415,1
5419,0
5421,0
5422,1
5424,0
5427,1
5429,1
5431,0
5433,0
5434,0
5435,1
5436,0
5438,1
5440,0
5441,1
5447,0
5451,0
5453,1
5456,0
5457,0
5463,0
5464,0
5470,0
5472,1
5474,1
5478,0
5483,1
5490,0
5500,0
5504,0
5508,0
5511,0
5512,1
5513,0
5516,0
5523,0
5527,1
5530,0
5533,0
5536,1
5537,1
5542,0
5543,1
5546,0
5549,0
5550,0
5551,0
5562,0
5566,0
5568,1
5571,0
5572,0
5574,0
5583,0
5585,0
5591,0
5596,0
5597,0
5601,0
5606,0
5607,0
5610,0
5615,0
5616,1
5623,1
5630,0
5636,0
5637,0
5639,0
5640,1
5643,1
5648,1
5649,0
5660,0
5666,0
5667,1
5678,0
5679,0
5681,0
5682,0
5691,1
5696,1
5697,0
5700,0
5701,0
5702,1
5708,0
5709,1
5718,1
5723,1
5725,0
5728,1
5731,0
5735,1
5737,0
5738,0
5742,1
5747,0
5749,0
5750,0
5755,1
5756,1
5761,0
5762,1
5767,0
5768,0
5770,1
5773,1
5774,0
5779,1
5782,0
5785,0
5786,0
5787,1
5788,0
5796,1
5802,1
5806,1
5809,0
5810,0
5811,0
5813,1
5820,0
5823,0
5830,1
5831,0
5838,0
5839,0
5844,1
5846,0
5851,0
5852,0
5857,1
5859,0
5860,1
5862,0
5865,0
5866,0
5871,1
5872,0
5877,1
5878,1
5879,1
5880,0
5895,0
5897,0
5910,1
5914,0
5915,0
5917,0
5924,1
5926,1
5931,0
5936,0
5940,0
5941,1
5945,0
5946,1
5948,1
5951,0
5967,0
5968,1
5969,0
5970,0
5971,0
5973,1
5976,0
5977,1
5984,0
5986,0
5993,1
5994,0
6005,1
6006,1
6008,0
6010,0
6011,0
6014,1
6016,1
6018,1
6021,0
6025,1
6028,1
6029,0
6035,0
6040,1
6042,0
6044,0
6046,0
6052,0
6054,0
6062,1
6063,1
6067,0
6068,1
6077,0
6079,0
6080,0
6081,0
6082,0
6089,1
6095,0
6101,0
6107,1
6114,0
6117,1
6121,0
6122,1
6124,0
6129,0
6131,0
6136,1
6139,0
6142,0
6143,0
6144,0
6149,1
6155,1
6157,1
6158,0
6161,0
6168,0
6172,1
6176,1
6177,1
6179,0
6180,1
6182,1
6186,1
6189,1
6190,1
6194,0
6204,1
6205,1
6209,0
6210,0
6212,0
6214,0
6221,1
6225,1
6228,0
6229,1
6231,1
6235,0
6236,0
6237,1
6238,1
6239,0
6242,0
6249,0
6250,0
6251,1
6252,0
6260,0
6264,0
6266,1
6270,1
6275,0
6279,0
6280,1
6284,0
6285,1
6286,1
6287,0
6288,0
6289,0
6290,0
6291,1
6295,1
6298,0
6307,1
6308,0
6309,0
6313,0
6316,0
6319,0
6321,1
6324,0
6327,1
6333,0
6351,0
6352,1
6353,0
6357,1
6359,0
6360,1
6364,0
6367,0
6368,0
6377,0
6378,0
6379,0
6381,0
6390,0
6401,1
6408,1
6409,0
6411,1
6419,0
6424,1
6426,0
6428,1
6431,0
6432,0
6433,1
6435,1
6437,1
6439,1
6442,0
6444,1
6447,0
6456,0
6457,1
6460,1
6468,0
6471,0
6475,1
6476,1
6479,1
6483,1
6487,0
6488,0
6489,0
6496,0
6498,1
6502,1
6503,0
6507,0
6508,0
6509,0
6517,0
6521,1
6522,0
6524,0
6526,0
6531,1
6533,1
6538,0
6539,1
6544,1
6557,1
6558,0
6562,1
6563,1
6564,1
6574,0
6578,1
6581,0
6584,0
6587,0
6589,0
6590,1
6592,0
6595,1
6599,0
6600,0
6606,1
6609,1
6612,0
6615,1
6618,0
6620,0
6623,0
6633,0
6639,1
6640,0
6641,0
6645,0
6650,0
6651,1
6652,1
6657,0
6659,0
6666,1
6671,0
6673,1
6674,1
6677,1
6680,0
6684,0
6685,0
6691,0
6692,1
6696,0
6698,0
6704,0
6705,0
6710,0
6713,0
6715,1
6717,0
6718,0
6720,0
6728,0
6732,1
6733,0
6739,0
6740,1
6741,0
6743,0
6747,0
6750,0
6752,0
6753,1
6755,1
6761,0
6763,0
6768,0
6770,0
6771,0
6777,1
6778,0
6780,0
6782,0
6786,0
6791,0
6797,0
6798,0
6803,1
6805,1
6812,0
6816,0
6818,0
6822,0
6825,0
6826,0
6827,0
6829,0
6831,0
6836,0
6838,0
6840,0
6842,0
6846,0
6851,0
6853,1
6856,0
6859,0
6865,0
6866,0
6868,1
6869,0
6871,0
6873,0
6886,1
6887,0
6888,0
6889,1
6891,0
6894,1
6895,0
6899,1
6901,1
6902,0
6904,1
6906,0
6922,1
6923,0
6924,0
6927,0
6934,0
6938,0
6941,1
6942,0
6944,0
6947,0
6952,1
6957,0
6958,1
6964,0
6968,0
6969,1
6976,0
6982,0
6986,0
6987,1
6989,0
6991,0
6993,1
6995,0
6997,0
7000,0
7003,1
7004,0
7007,0
7011,0
7014,0
7016,1
7017,0
7020,0
7022,1
7028,0
7033,1
7034,0
7035,0
7038,1
7040,0
7041,0
7042,0
7045,1
7049,1
7055,0
7057,1
7062,1
7064,1
7066,1
7067,1
7072,1
7079,1
7082,0
7083,1
7084,1
7085,0
7087,1
7090,0
7094,1
7096,1
7099,0
7100,1
7101,1
7102,0
7103,0
7107,0
7110,0
7113,0
7117,1
7119,1
7123,1
7127,0
7133,1
7139,0
7143,0
7145,1
7151,0
7152,1
7153,1
7156,1
7162,1
7170,0
7172,0
7177,0
7181,0
7182,0
7189,1
7190,1
7200,0
7207,1
7209,0
7212,1
7216,1
7217,1
7219,1
7220,0
7222,1
7225,0
7233,0
7237,0
7238,1
7239,0
7240,1
7243,0
7245,1
7246,1
7249,1
7257,1
7258,0
7259,1
7262,1
7263,1
7269,0
7271,0
7273,1
7276,1
7279,1
7282,1
7284,1
7293,0
7298,1
7303,0
7304,1
7305,0
7308,1
7313,0
7314,0
7321,1
7322,0
7327,1
7333,0
7336,1
7339,0
7341,0
7346,0
7347,0
7349,1
7351,0
7353,0
7363,0
7364,0
7368,0
7370,0
7375,0
7376,0
7379,0
7382,0
7384,1
7385,1
7387,0
7388,1
7389,0
7394,1
7396,0
7398,1
7399,1
7401,0
7404,0
7406,0
7409,0
7411,1
7417,0
7420,1
7422,0
7423,1
7427,1
7429,0
7432,1
7435,0
7436,1
7440,1
7441,0
7445,1
7448,0
7449,1
7450,1
7454,0
7455,1
7460,1
7462,1
7464,0
7466,1
7468,0
7469,1
7471,0
7472,1
7483,0
7484,1
7485,0
7486,0
7487,1
7489,1
7492,1
7495,1
7499,1
7500,1
7506,1
7508,0
7509,0
7511,0
7516,1
7524,0
7538,1
7539,1
7541,0
7546,0
7549,1
7562,0
7564,1
7567,0
7572,1
7574,1
7575,1
7586,1
7592,1
7596,0
7597,0
7599,1
7606,0
7615,1
7618,1
7620,1
7624,1
7625,1
7629,1
7632,0
7636,1
7637,0
7646,0
7655,0
7658,1
7660,0
7664,0
7665,0
7666,0
7667,0
7673,0
7676,0
7682,0
7684,0
7690,0
7697,0
7700,1
7704,0
7705,0
7706,1
7708,0
7709,0
7710,1
7713,0
7716,0
7726,1
7729,0
7730,1
7732,0
7734,0
7740,0
7741,0
7745,1
7757,1
7762,1
7770,0
7776,1
7777,0
7778,1
7779,0
7782,0
7786,1
7791,1
7792,0
7794,0
7795,0
7796,0
7798,0
7805,1
7806,0
7808,0
7811,0
7814,0
7819,0
7820,0
7825,1
7829,0
7834,0
7836,0
7838,1
7841,1
7845,1
7846,1
7853,1
7856,0
7858,0
7859,1
7866,0
7875,1
7879,1
7884,0
7886,1
7890,0
7892,1
7896,1
7899,1
7900,0
7901,0
7904,1
7911,1
7917,0
7919,1
7920,1
7921,1
7922,0
7925,0
7927,0
7928,1
7931,0
7942,0
7946,1
7947,0
7948,1
7951,0
7956,0
7961,0
7964,1
7966,0
7967,0
7974,1
7975,0
7979,1
7985,1
7986,0
7993,0
7995,1
7997,0
7998,0
8004,1
8007,1
8011,0
8014,0
8022,0
8027,1
8033,0
8041,0
8042,0
8046,0
8048,0
8050,0
8051,1
8052,1
8053,1
8054,0
8059,1
8063,1
8072,0
8075,0
8076,0
8077,0
8078,0
8080,1
8082,0
8086,0
8090,0
8092,0
8093,0
8099,0
8104,0
8107,0
8108,0
8114,1
8115,0
8117,1
8123,1
8124,0
8127,1
8132,1
8134,1
8139,0
8145,0
8148,1
8151,1
8152,1
8153,0
8157,0
8160,0
8166,1
8167,1
8173,1
8174,1
8178,0
8179,1
8185,0
8186,1
8192,1
8193,1
8194,1
8197,1
8198,1
8199,1
8200,0
8206,0
8207,1
8220,0
8222,0
8227,0
8228,0
8229,0
8230,0
8233,1
8248,0
8249,0
8255,0
8260,0
8263,1
8265,0
8268,1
8269,0
8272,0
8273,1
8275,0
8277,0
8281,1
8282,0
8290,1
8293,1
8299,1
8302,1
8303,1
8305,1
8306,0
8307,0
8308,0
8313,1
8316,0
8319,0
8322,1
8323,1
8325,0
8326,1
8327,1
8328,0
8331,0
8333,0
8336,0
8338,0
8340,0
8342,0
8343,0
8353,0
8354,0
8357,0
8358,1
8359,0
8373,0
8376,0
8379,1
8380,0
8381,0
8384,0
8395,0
8398,1
8403,0
8407,0
8413,1
8417,0
8420,1
8421,0
8424,1
8426,0
8427,1
8438,0
8439,1
8442,0
8449,0
8456,0
8460,0
8462,0
8465,0
8466,1
8467,0
8469,0
8470,0
8474,0
8479,0
8481,1
8482,0
8485,1
8488,0
8492,1
8493,0
8495,0
8499,0
8501,0
8519,0
8521,0
8525,0
8527,1
8529,0
8532,0
8534,0
8535,0
8537,0
8544,0
8548,0
8549,0
8552,0
8554,0
8563,0
8564,0
8565,0
8566,1
8568,0
8569,1
8573,0
8583,1
8588,0
8590,1
8592,0
8593,0
8594,1
8597,0
8600,1
8601,1
8602,1
8603,0
8604,1
8605,1
8611,1
8614,0
8616,1
8617,1
8619,1
8626,1
8629,1
8630,0
8632,1
8634,0
8641,0
8645,1
8649,1
8652,0
8666,0
8671,0
8672,1
8675,0
8678,0
8679,0
8682,1
8687,0
8701,0
8703,0
8707,1
8713,0
8716,0
8719,0
8725,0
8730,0
8731,1
8748,0
8749,0
8756,0
8764,0
8765,0
8769,1
8771,0
8772,0
8773,0
8779,0
8792,0
8794,0
8796,0
8798,1
8803,1
8807,0
8809,0
8811,0
8813,1
8814,1
8818,1
8819,0
8820,1
8821,0
8822,0
8824,0
8826,0
8827,1
8828,0
8833,0
8834,0
8845,0
8847,0
8849,0
8861,0
8867,0
8868,1
8870,0
8873,0
8874,0
8876,0
8877,0
8879,0
8882,0
8884,0
8889,0
8891,0
8894,1
8895,0
8897,0
8898,1
8901,0
8904,0
8909,1
8910,0
8911,0
8915,0
8917,0
8918,0
8919,1
8922,0
8925,0
8928,0
8929,1
8930,1
8932,0
8937,0
8940,0
8943,1
8950,1
8951,0
8954,0
8958,1
8960,1
8964,0
8975,0
8977,0
8981,1
8982,1
8984,0
8988,0
8990,1
8991,1
8995,0
8997,0
9003,0
9004,1
9010,1
9011,0
9013,1
9014,0
9015,0
9017,0
9019,0
9021,0
9024,1
9032,1
9035,1
9036,0
9037,0
9043,1
9046,0
9048,0
9049,1
9050,0
9056,0
9063,0
9065,0
9066,0
9068,1
9069,1
9070,1
9073,0
9076,0
9091,0
9092,0
9104,0
9105,1
9108,1
9111,0
9115,1
9117,1
9122,1
9125,1
9127,0
9129,1
9133,1
9136,0
9138,1
9140,0
9147,0
9150,1
9152,1
9153,1
9155,1
9158,1
9160,0
9163,1
9165,1
9167,0
9168,1
9170,1
9176,0
9178,0
9184,1
9186,0
9188,1
9189,0
9190,1
9196,1
9198,0
9199,0
9200,1
9201,0
9202,0
9204,1
9205,0
9213,0
9214,0
9224,0
9227,1
9228,0
9229,0
9234,0
9236,1
9241,1
9243,0
9245,0
9256,1
9258,0
9261,0
9274,0
9279,0
9282,0
9284,1
9285,0
9291,0
9295,0
9299,0
9302,0
9304,1
9305,1
9306,0
9310,0
9312,0
9316,0
9318,1
9323,0
9326,0
9327,0
9328,0
9331,1
9335,0
9336,1
9340,1
9349,0
9352,1
9353,1
9354,1
9356,0
9357,0
9358,0
9359,0
9364,1
9366,1
9369,1
9370,0
9379,0
9381,1
9383,0
9389,0
9390,1
9392,0
9394,0
9398,1
9399,1
9400,1
9407,0
9409,0
9412,0
9413,1
9415,1
9419,1
9423,0
9424,1
9426,0
9427,0
9428,0
9429,0
9433,0
9437,0
9440,0
9442,1
9443,1
9444,0
9447,0
9459,1
9461,1
9462,0
9464,1
9473,0
9475,1
9476,1
